,drug_labels,drug_rxcui,indications_label,indications_mondo,indications_umls
412,METHOTREXATE|METHOTREXATE 2.5 MG|METHOTREXATE INJECTION|METHOTREXATE SODIUM|METHOTREXATE SODIUM.|METHOTREXATE.|OTREXUP|RASUVO|Rheumatrex,6851,Rheumatoid arthritis|Acute lymphocytic leukaemia|Psoriasis|Psoriatic arthropathy|Juvenile idiopathic arthritis|Osteosarcoma|Arthritis|Ectopic pregnancy|Crohn's disease|Central nervous system lymphoma|Systemic lupus erythematosus|Ankylosing spondylitis|Non-Hodgkin's lymphoma|Lymphoma|Polyarthritis|Diffuse large B-cell lymphoma|Breast cancer|Dermatomyositis|Gestational trophoblastic tumour|B-cell lymphoma|Mycosis fungoides|Inflammatory bowel disease|Pemphigoid|Sarcoidosis|T-cell type acute leukaemia|Still's disease|Burkitt's lymphoma|Leukaemia|Temporal arteritis|Polymyalgia rheumatica|Uveitis|B-cell type acute leukaemia|Granulomatosis with polyangiitis|T-cell lymphoma|Colitis ulcerative|Acute myeloid leukaemia|Eczema|Polymyositis|Dermatitis atopic|Medulloblastoma|Acute promyelocytic leukaemia|Osteoarthritis|Precursor T-lymphoblastic lymphoma/leukaemia,MONDO:0008383|MONDO:0013108|MONDO:0005083|MONDO:0011849|MONDO:0011429|MONDO:0021054|MONDO:0005578|MONDO:0000755|MONDO:0005011|MONDO:0002571|MONDO:0007915|MONDO:0005306|MONDO:0011508|MONDO:0005062|MONDO:0024280|MONDO:0018905|MONDO:0007254|MONDO:0016367|MONDO:0016784|MONDO:0004095|MONDO:0009691|MONDO:0005265|MONDO:0019082|MONDO:0019338|MONDO:0020512|MONDO:0019434|MONDO:0007243|MONDO:0005059|MONDO:0008538|MONDO:0019735|MONDO:0020283|MONDO:0020511|MONDO:0012105|MONDO:0015760|MONDO:0005101|MONDO:0018874|MONDO:0004980|MONDO:0019127|MONDO:0011292|MONDO:0007959|MONDO:0012883|MONDO:0008143|MONDO:0003537,C0003873|C0023449|C0033860|C0003872|C3495559|C0029463|C0003864|C0032987|C0010346|C0742472|C0024141|C0038013|C0024305|C0024299|C0162323|C0079744|C0006142|C0011633|C1135868|C0079731|C0026948|C0021390|C0030805|C0036202|C1961099|C0087031|C0006413|C0023418|C1956391|C0032533|C0042164|C1292769|C3495801|C0079772|C0009324|C0023467|C0013595|C0085655|C0011615|C0025149|C0023487|C0029408|C1301359
413,BION TEARS|GENTEAL|HYPROMELLOSE,27334,,,
414,DOXEPIN|DOXEPIN HYDROCHLORIDE|DOXEPIN HYDROCHLORIDE.|SILENOR|ZONALON,3638,Insomnia|Depression,MONDO:0013600|MONDO:0002050,C0917801|C0011570
415,DESFLURANE|DESFLURANE.|SUPRANE,27340,,,
416,DIABETA|GLIBENCLAMIDE|GLYBURIDE|GLYBURIDE.|Glynase,4815,Diabetes mellitus|Type 2 diabetes mellitus,MONDO:0015122|MONDO:0015122,C0011849|C0011860
417,GLICLAZIDE,4816,,,
418,AMOXAPINE.,722,,,
419,AMOX-CLAV|Amoxicillin|AMOXICILLIN 500 MG|AMOXICILLIN CLAVULANIC ACID|AMOXICILLIN ORAL SUSPENSION|AMOXICILLIN TRIHYDRATE|AMOXICILLIN-CLAVULANIC ACID|AMOXICILLIN.|Amoxicillin/Clavulanate|Amoxil|AUGMENTIN|CLAVAMOX|Co-Amoxiclav,723,Sinusitis|Ear infection|Bronchitis|Urinary tract infection|Pneumonia|Tooth abscess|Tonsillitis|Pharyngitis|Otitis media|Cellulitis|Nasopharyngitis|Otitis media acute|Bacterial infection|Streptococcal infection,MONDO:0005961|MONDO:0021666|MONDO:0003781|MONDO:0005247|MONDO:0005249|MONDO:0000750|MONDO:0001039|MONDO:0002258|MONDO:0005441|MONDO:0005230|MONDO:0001040|MONDO:0024330|MONDO:0015575|MONDO:0021680,C0037199|C0699744|C0006277|C0042029|C0032285|C0518988|C0040425|C0031350|C0029882|C0007642|C0027441|C0271429|C0004623|C0038395
420,AMPHETAMINE|AMPHETAMINE SULFATE|AMPHETAMINE SULFATE.|EVEKEO,725,,,
421,CESAMET|NABILONE,31447,,,
422,NABUMETONE|NABUMETONE 500 MG|NABUMETONE.,31448,,,
423,CITRUCEL|METHYLCELLULOSE,6873,,,
424,TENOFOVIR,117466,HIV infection|Chronic hepatitis B|Hepatitis B,MONDO:0005109|MONDO:0005366|MONDO:0005344,C0019693|C0524909|C0019163
425,BIAXIN|CLARITHROMYCIN|CLARITHROMYCIN 500 MG|CLARITHROMYCIN.,21212,Pneumonia|Sinusitis|Bronchitis|Tonsillitis|Pharyngitis|Cellulitis|Tooth abscess|Ear infection|Skin infection|Bacterial infection|Mycobacterium avium complex infection|Influenza|Otitis media,MONDO:0005249|MONDO:0005961|MONDO:0003781|MONDO:0001039|MONDO:0002258|MONDO:0005230|MONDO:0000750|MONDO:0021666|MONDO:0021201|MONDO:0015575|MONDO:0005866|MONDO:0013855|MONDO:0005441,C0032285|C0037199|C0006277|C0040425|C0031350|C0007642|C0518988|C0699744|C0037278|C0004623|C0026916|C0021400|C0029882
426,AMPICILLIN|AMPICILLIN SODIUM|AMPICILLIN SODIUM.|AMPICILLIN TRIHYDRATE|AMPICILLIN TRIHYDRATE.|AMPICILLIN/SULBACTAM|Unasyn,733,,,
427,METHYLENE BLUE|METHYLENE BLUE.|PROVAYBLUE,6878,,,
428,MALATHION|MALATHION.|OVIDE,6606,,,
429,GlucaGen|GLUCAGON|GLUCAGON.,4832,Hypoglycaemia,MONDO:0004946,C0020615
430,METHERGIN|METHERGINE|METHYLERGOMETRINE|METHYLERGOMETRINE MALEATE|METHYLERGONOVINE|METHYLERGONOVINE MALEATE.,6883,,,
431,5 FLUOROURACIL|5-FLUOROURACIL|5-FU|5FU|ADRUCIL|CARAC|EFUDEX|EFUDIX|FLUOROPLEX|FLUOROURACIL|FLUOROURACIL.|TOLAK,4492,Colon cancer|Colorectal cancer|Adenocarcinoma of colon|Breast cancer|Oesophageal carcinoma|Actinic keratosis|Pancreatic carcinoma|Rectal cancer|Gastric cancer|Rectal adenocarcinoma|Adenocarcinoma gastric|Oesophageal squamous cell carcinoma|Adenocarcinoma pancreas|Invasive ductal breast carcinoma|Skin cancer|Colorectal adenocarcinoma|Squamous cell carcinoma of head and neck|Oesophageal adenocarcinoma|Anal squamous cell carcinoma|Nasopharyngeal cancer|Gastrointestinal carcinoma|Head and neck cancer|Adenocarcinoma|Squamous cell carcinoma|Hepatocellular carcinoma|Anal cancer|Neoplasm malignant,MONDO:0021063|MONDO:0005575|MONDO:0002271|MONDO:0007254|MONDO:0007576|MONDO:0005173|MONDO:0016314|MONDO:0006519|MONDO:0001056|MONDO:0002169|MONDO:0005036|MONDO:0005580|MONDO:0006047|MONDO:0004953|MONDO:0002898|MONDO:0005008|MONDO:0010150|MONDO:0013662|MONDO:0006082|MONDO:0015459|MONDO:0006181|MONDO:0005627|MONDO:0004970|MONDO:0000500|MONDO:0007256|MONDO:0003199|MONDO:0004992,C0007102|C1527249|C0338106|C0006142|C0152018|C0022602|C0235974|C0007113|C0024623|C0149978|C0278701|C0279626|C0281361|C1134719|C0007114|C1319315|C1168401|C0279628|C1412036|C0153392|C0151544|C0278996|C0001418|C0007137|C2239176|C0279637|C0006826
432,LANSOPRAZOLE|LANSOPRAZOLE.|PREVACID,17128,Gastrooesophageal reflux disease|Dyspepsia|Hiatus hernia|Gastritis|Barrett's oesophagus|Peptic ulcer,MONDO:0007186|MONDO:0002268|MONDO:0007721|MONDO:0004966|MONDO:0013662|MONDO:0004247,C0017168|C0013395|C3489393|C0017152|C0004763|C0030920
433,MESTINON|PYRIDOSTIGMINE|PYRIDOSTIGMINE BROMIDE|PYRIDOSTIGMINE BROMIDE.,9000,Myasthenia gravis,MONDO:0009688,C0026896
434,DABIGATRAN ETEXILATE|PRADAXA,1037042,Atrial fibrillation|Pulmonary embolism|Atrial flutter|Cerebrovascular accident|Thrombosis|Arrhythmia|Cardiac disorder|Transient ischaemic attack|Cardiac failure congestive|Hypertension|Ischaemic stroke,MONDO:0004981|MONDO:0005279|MONDO:0005310|MONDO:0005098|MONDO:0000831|MONDO:0007263|MONDO:0005267|MONDO:0005264|MONDO:0005009|MONDO:0005044|MONDO:0011057,C0004238|C0034065|C0004239|C0038454|C0040053|C0003811|C0018799|C0007787|C0018802|C0020538|C0948008
435,ANAKINRA|KINERET,72435,Rheumatoid arthritis|Juvenile idiopathic arthritis|Still's disease|Still's disease adult onset|Autoinflammatory disease|Pericarditis,MONDO:0008383|MONDO:0011429|MONDO:0019434|MONDO:0019355|MONDO:0019751|MONDO:0005904,C0003873|C3495559|C0087031|C0085253|C3267073|C0031046
436,APLISOL|PPD|TUBERCULIN PURIFIED PROTEIN DERIVATIVE|TUBERSOL,8948,,,
437,CONCERTA|DAYTRANA|EQUASYM|METADATE|Methylin|METHYLPHENIDATE|METHYLPHENIDATE HYDROCHLORIDE|METHYLPHENIDATE HYDROCHLORIDE.|METHYLPHENIDATE.|RITALIN|RITALINE,6901,Narcolepsy|Depression|Autism|Autism spectrum disorder|Hypersomnia,MONDO:0021107|MONDO:0002050|MONDO:0005260|MONDO:0005260|MONDO:0005466,C0027404|C0011570|C0004352|C1510586|C0917799
438,DEPO-MEDROL|MEDROL|METHYLPREDNISOLONE|METHYLPREDNISOLONE ACETATE|METHYLPREDNISOLONE ACETATE.|METHYLPREDNISOLONE SODIUM SUCCINATE|METHYLPREDNISOLONE SODIUM SUCCINATE.|METHYLPREDNISOLONE.|SOLU-MEDROL,6902,Multiple sclerosis|Rheumatoid arthritis|Asthma|Systemic lupus erythematosus|Nephrotic syndrome|Osteoarthritis|Chronic obstructive pulmonary disease|Graft versus host disease|Hypersensitivity|Interstitial lung disease|Bronchitis|Relapsing-remitting multiple sclerosis|Lupus nephritis|Arthritis|Acute graft versus host disease|Rash|Optic neuritis|Sinusitis,MONDO:0005301|MONDO:0008383|MONDO:0004979|MONDO:0007915|MONDO:0005377|MONDO:0008143|MONDO:0011751|MONDO:0013730|MONDO:0005271|MONDO:0015925|MONDO:0003781|MONDO:0005314|MONDO:0005556|MONDO:0005578|MONDO:0020546|MONDO:0006547|MONDO:0005885|MONDO:0005961,C0026769|C0003873|C0004096|C0024141|C0027726|C0029408|C0024117|C0018133|C0020517|C0206062|C0006277|C0751967|C0024143|C0003864|C0856825|C0015230|C0029134|C0037199
439,Clobazam|ONFI,21241,Epilepsy|Lennox-Gastaut syndrome|Severe myoclonic epilepsy of infancy|Infantile spasms,MONDO:0005027|MONDO:0016532|MONDO:0011794|MONDO:0018097,C0014544|C0238111|C0751122|C0037769
440,NIPENT|PENTOSTATIN|PENTOSTATIN.,8011,Chronic lymphocytic leukaemia,MONDO:0004948,C0023434
441,NECITUMUMAB|PORTRAZZA,1723738,Non-small cell lung cancer,MONDO:0005233,C0007131
442,DESOGESTREL|DESOGESTREL/ETHINYL ESTRADIOL|DESOGESTREL\ETHINYL ESTRADIOL,22656,,,
443,Metoclopramide|METOCLOPRAMIDE 10 MG|METOCLOPRAMIDE HYDROCHLORIDE|METOCLOPRAMIDE HYDROCHLORIDE.|METOCLOPRAMIDE INJECTION|METOCLOPRAMIDE.|REGLAN,6915,Gastrooesophageal reflux disease|Dyspepsia|Gastrointestinal disorder,MONDO:0007186|MONDO:0002268|MONDO:0004335,C0017168|C0013395|C0017178
444,METOLAZONE|METOLAZONE.|ZAROXOLYN,6916,Cardiac failure congestive,MONDO:0005009,C0018802
445,LOPRESSOR|METOPROLOL|METOPROLOL SUCCINATE|METOPROLOL SUCCINATE.|METOPROLOL TARTRATE|METOPROLOL TARTRATE.|METOPROLOL.|TOPROL,6918,Hypertension|Atrial fibrillation|Cardiac disorder|Arrhythmia|Cardiac failure|Myocardial infarction|Ventricular tachycardia|Coronary artery disease|Cardiac failure congestive,MONDO:0005044|MONDO:0004981|MONDO:0005267|MONDO:0007263|MONDO:0005252|MONDO:0005068|MONDO:0005477|MONDO:0005010|MONDO:0005009,C0020538|C0004238|C0018799|C0003811|C0018801|C0027051|C0042514|C1956346|C0018802
446,FYCOMPA|PERAMPANEL,1356552,Epilepsy,MONDO:0005027,C0014544
447,NILOTINIB|TASIGNA,662281,Chronic myeloid leukaemia|Leukaemia|Acute lymphocytic leukaemia|Neoplasm malignant|Myeloid leukaemia|Gastrointestinal stromal tumour|Acute myeloid leukaemia|Chronic lymphocytic leukaemia,MONDO:0011996|MONDO:0005059|MONDO:0013108|MONDO:0004992|MONDO:0004643|MONDO:0011719|MONDO:0018874|MONDO:0004948,C0023473|C0023418|C0023449|C0006826|C0023470|C0238198|C0023467|C0023434
448,Flagyl|METROCREAM|METROGEL|METROLOTION|METRONIDAZOLE|METRONIDAZOLE 500 MG|METRONIDAZOLE VAGINAL GEL|METRONIDAZOLE.|NORITATE|NUVESSA,6922,Rosacea|Clostridium difficile infection|Bacterial vaginosis|Diverticulitis|Tooth abscess|Gingivitis|Bacterial infection|Osteomyelitis|Vaginitis bacterial|Pneumonia|Colitis|Crohn's disease,MONDO:0006604|MONDO:0000705|MONDO:0005316|MONDO:0004235|MONDO:0000750|MONDO:0002508|MONDO:0015575|MONDO:0005246|MONDO:0005316|MONDO:0005249|MONDO:0005292|MONDO:0005011,C0035854|C0343386|C0085166|C0012813|C0518988|C0017574|C0004623|C0029443|C0085166|C0032285|C0009319|C0010346
449,METOPIRONE|METYRAPONE,6923,Cushing's syndrome,MONDO:0009050,C0010481
450,LINACLOTIDE|LINZESS,1307404,Constipation|Irritable bowel syndrome,MONDO:0002203|MONDO:0005052,C0009806|C0022104
451,DETROL|TOLTERODINE|Tolterodine Tartrate|TOLTERODINE TARTRATE.,119565,,,
452,MEXILETINE,6926,,,
453,IODINE|IODINE.,5933,,,
454,INTERFERON ALFACON-1,59744,,,
455,rolapitant|ROLAPITANT HYDROCHLORIDE|VARUBI,1665496,,,
456,DESENEX|LOTRIMIN AF|MICONAZOLE|MICONAZOLE NITRATE|MICONAZOLE NITRATE.|MICONAZOLE.|MONISTAT|MONISTAT 7 COMBINATION PACK|ORAVIG|ZEASORB,6932,Fungal infection,MONDO:0015578,C0026946
457,FERROUS GLUCONATE,24942,Iron deficiency anaemia,MONDO:0001356,C0162316
458,BYDUREON|BYETTA|EXENATIDE|EXENATIDE.,60548,Type 2 diabetes mellitus|Diabetes mellitus|Glucose tolerance impaired|Type 1 diabetes mellitus,MONDO:0015122|MONDO:0015122|MONDO:0001076|MONDO:0009100,C0011860|C0011849|C0271650|C0011854
459,FOSCARNET|FOSCARNET SODIUM|FOSCARNET SODIUM.|FOSCAVIR,33562,Cytomegalovirus infection,MONDO:0005132,C0010823
460,PYRAZINAMIDE|PYRAZINAMIDE.,8987,Tuberculosis,MONDO:0018076,C0041296
461,MYCOPHENOLIC ACID|MYCOPHENOLIC ACID.|MYFORTIC,7145,Systemic lupus erythematosus|Lupus nephritis,MONDO:0007915|MONDO:0005556,C0024141|C0024143
462,PRIFTIN|RIFAPENTINE,35617,,,
463,RIFAXIMIN|RIFAXIMIN.|XIFAXAN,35619,Hepatic encephalopathy|Hepatic cirrhosis|Irritable bowel syndrome|Liver disorder|Crohn's disease|Encephalopathy|Gastrointestinal disorder,MONDO:0001711|MONDO:0005155|MONDO:0005052|MONDO:0005154|MONDO:0005011|MONDO:0005560|MONDO:0004335,C0019151|C0023890|C0022104|C0023895|C0010346|C0085584|C0017178
464,RILUTEK|RILUZOLE|RILUZOLE.,35623,Amyotrophic lateral sclerosis,MONDO:0004976,C0002736
465,LACOSAMIDE|LACOSAMIDE.|VIMPAT,623400,Epilepsy|Status epilepticus,MONDO:0005027|MONDO:0002125,C0014544|C0038220
466,Enfuvirtide|ENFUVIRTIDE.|FUZEON,139896,HIV infection,MONDO:0005109,C0019693
467,Albiglutide|TANZEUM,1534763,Type 2 diabetes mellitus|Diabetes mellitus|Glucose tolerance impaired|Type 1 diabetes mellitus,MONDO:0015122|MONDO:0015122|MONDO:0001076|MONDO:0009100,C0011860|C0011849|C0271650|C0011854
468,GLYCERIN|GLYCERIN.,4910,,,
469,DORZOLAMIDE|DORZOLAMIDE HYDROCHLORIDE|DORZOLAMIDE HYDROCHLORIDE.|TRUSOPT,60207,Glaucoma|Ocular hypertension|Open angle glaucoma,MONDO:0005041|MONDO:0006875|MONDO:0005338,C0017601|C0028840|C0017612
470,Midazolam|MIDAZOLAM HYDROCHLORIDE.,6960,Status epilepticus,MONDO:0002125,C0038220
471,FLUDEOXYGLUCOSE F-18.,1362737,,,
472,DARAPRIM|PYRIMETHAMINE,9010,Toxoplasmosis,MONDO:0005989,C0040558
473,MIDODRINE|MIDODRINE HYDROCHLORIDE|MIDODRINE HYDROCHLORIDE.|Proamatine,6963,,,
474,KORLYM|MIFEPREX|MIFEPRISTONE,6964,Cushing's syndrome|Pituitary-dependent Cushing's syndrome,MONDO:0009050|MONDO:0009050,C0010481|C0221406
475,GLYCERYL TRINITRATE|MINITRAN|NITRO-BID|NITRO-DUR|NITROGLYCERIN|NITROGLYCERIN 0.4 MG/HR|NITROGLYCERIN TRANSDERMAL SYSTEM|NITROGLYCERIN.|NITROLINGUAL|Nitrostat|RECTIV,4917,Cardiac disorder|Anal fissure,MONDO:0005267|MONDO:0002519,C0018799|C0016167
476,PASIREOTIDE|PASIREOTIDE.|SIGNIFOR,1364105,Pituitary-dependent Cushing's syndrome|Cushing's syndrome|Acromegaly,MONDO:0009050|MONDO:0009050|MONDO:0019933,C0221406|C0010481|C0001206
477,RISPERDAL|RISPERIDONE|RISPERIDONE ORAL SOLUTION|RISPERIDONE.,35636,"Schizophrenia|Bipolar disorder|Depression|Psychotic disorder|Autism spectrum disorder|Affective disorder|Schizoaffective disorder|Anxiety|Autism|Mental disorder|Oppositional defiant disorder|Post-traumatic stress disorder|Tourette's disorder|Schizophrenia, paranoid type|Obsessive-compulsive disorder|Dementia|Sleep disorder|Conduct disorder|Insomnia|Intermittent explosive disorder|Impulse-control disorder|Dementia Alzheimer's type|Intellectual disability|Anxiety disorder|Tic|Personality disorder",MONDO:0005090|MONDO:0004985|MONDO:0002050|MONDO:0005485|MONDO:0005260|MONDO:0005371|MONDO:0005487|MONDO:0011918|MONDO:0005260|MONDO:0002025|MONDO:0000495|MONDO:0005146|MONDO:0007661|MONDO:0001484|MONDO:0008114|MONDO:0001627|MONDO:0003406|MONDO:0005352|MONDO:0013600|MONDO:0001521|MONDO:0001162|MONDO:0004975|MONDO:0001071|MONDO:0005618|MONDO:0002420|MONDO:0002028,C0036341|C0005586|C0011570|C0033975|C1510586|C0525045|C0036337|C0003467|C0004352|C0004936|C0029121|C0038436|C0040517|C0036349|C0028768|C0497327|C0851578|C0149654|C0917801|C0021776|C0021122|C0002395|C3714756|C0003469|C0040188|C0031212
478,ALGLUCOSIDASE ALFA|Lumizyme,629565,Glycogen storage disease type II|Glycogen storage disorder,MONDO:0009290|MONDO:0002412,C0017921|C0017919
479,Cortisone|CORTISONE ACETATE|CORTISONE ACETATE.,2878,,,
480,ADAPALENE|ADAPALENE.|DIFFERIN,60223,Acne,MONDO:0011438,C0702166
481,LIRAGLUTIDE|SAXENDA|VICTOZA,475968,Type 2 diabetes mellitus|Diabetes mellitus|Obesity|Glucose tolerance impaired|Type 1 diabetes mellitus,MONDO:0015122|MONDO:0015122|MONDO:0011122|MONDO:0001076|MONDO:0009100,C0011860|C0011849|C0028754|C0271650|C0011854
482,ALFENTANIL|ALFENTANIL.,480,,,
483,ORAP|PIMOZIDE,8331,,,
484,ARESTIN|MINOCIN|MINOCYCLINE|Minocycline Hydrochloride|MINOCYCLINE HYDROCHLORIDE.|SOLODYN,6980,Acne|Periodontal disease|Rosacea|Gingivitis|Periodontitis|Rheumatoid arthritis,MONDO:0011438|MONDO:0002635|MONDO:0006604|MONDO:0002508|MONDO:0005076|MONDO:0008383,C0702166|C0031090|C0035854|C0017574|C0031099|C0003873
485,MINOXIDIL|MINOXIDIL.|REGAINE|ROGAINE,6984,Alopecia|Hypertension|Androgenetic alopecia,MONDO:0004907|MONDO:0005044|MONDO:0007184,C0002170|C0020538|C0162311
486,COSYNTROPIN|COSYNTROPIN.|TETRACOSACTIDE,2890,,,
487,GLYCINE|GLYCINE.,4919,,,
488,CANCIDAS|CASPOFUNGIN|CASPOFUNGIN ACETATE|CASPOFUNGIN ACETATE.,140108,Systemic candida|Candida infection|Aspergillus infection|Fungal infection,MONDO:0042233|MONDO:0002026|MONDO:0005657|MONDO:0015578,C0153252|C0006840|C0004030|C0026946
489,Nefazodone,31565,,,
490,CEFOXITIN|CEFOXITIN SODIUM,2189,,,
491,BEXAROTENE|BEXAROTENE.|TARGRETIN,233272,Mycosis fungoides,MONDO:0009691,C0026948
492,CELEXA|CITALOPRAM|CITALOPRAM 20 MG|CITALOPRAM 40 MG|CITALOPRAM HYDROBROMIDE|CITALOPRAM HYDROBROMIDE.|CITALOPRAM ORAL SOLUTION,2556,Depression|Anxiety|Anxiety disorder|Obsessive-compulsive disorder|Post-traumatic stress disorder|Bipolar disorder|Generalised anxiety disorder|Drug abuse|Panic disorder|Affective disorder|Mental disorder,MONDO:0002050|MONDO:0011918|MONDO:0005618|MONDO:0008114|MONDO:0005146|MONDO:0004985|MONDO:0001942|MONDO:0002491|MONDO:0005383|MONDO:0005371|MONDO:0002025,C0011570|C0003467|C0003469|C0028768|C0038436|C0005586|C0270549|C0013146|C0030319|C0525045|C0004936
493,BELIMUMAB|BENLYSTA,1092437,Systemic lupus erythematosus|Lupus nephritis,MONDO:0007915|MONDO:0005556,C0024141|C0024143
494,ESBRIET|PIRFENIDONE|PIRFENIDONE.,1592254,Idiopathic pulmonary fibrosis|Pulmonary fibrosis|Interstitial lung disease|Pulmonary arterial hypertension,MONDO:0008345|MONDO:0002771|MONDO:0015925|MONDO:0015924,C1800706|C0034069|C0206062|C2973725
495,BETHANECHOL,19257,,,
496,THYROTROPIN ALFA,4952,,,
497,filgrastim|GRANIX|NEUPOGEN|TBO-FILGRASTIM|ZARXIO,68442,Neutropenia|B-cell lymphoma|Breast cancer|Diffuse large B-cell lymphoma|Agranulocytosis|Myelodysplastic syndrome|Acute lymphocytic leukaemia|Acute myeloid leukaemia|Neoplasm malignant|Plasma cell myeloma,MONDO:0001475|MONDO:0004095|MONDO:0007254|MONDO:0018905|MONDO:0001609|MONDO:0018881|MONDO:0013108|MONDO:0018874|MONDO:0004992|MONDO:0009693,C0027947|C0079731|C0006142|C0079744|C0001824|C3463824|C0023449|C0023467|C0006826|C0026764
498,Cuvposa|GLYCOPYRROLATE|GLYCOPYRROLATE INJECTION|GLYCOPYRROLATE.|Robinul|Seebri,4955,Chronic obstructive pulmonary disease|Asthma,MONDO:0011751|MONDO:0004979,C0024117|C0004096
499,LYSODREN|MITOTANE,7004,Adrenocortical carcinoma|Adrenal gland cancer,MONDO:0006639|MONDO:0002817,C0206686|C0750887
500,MITOXANTRONE|MITOXANTRONE HYDROCHLORIDE|MITOXANTRONE HYDROCHLORIDE.,7005,Multiple sclerosis|Acute myeloid leukaemia,MONDO:0005301|MONDO:0018874,C0026769|C0023467
501,ALIMTA|Pemetrexed|PEMETREXED.,68446,Non-small cell lung cancer|Lung neoplasm malignant|Lung adenocarcinoma|Pleural mesothelioma malignant|Mesothelioma|Bronchial carcinoma|Adenocarcinoma|Pleural mesothelioma|Ovarian cancer|Neoplasm malignant,MONDO:0005233|MONDO:0008903|MONDO:0008903|MONDO:0006292|MONDO:0002373|MONDO:0002806|MONDO:0004970|MONDO:0003308|MONDO:0008170|MONDO:0004992,C0007131|C0242379|C0152013|C0812413|C0025500|C0007121|C0001418|C1377913|C1140680|C0006826
502,ARGATROBAN|ARGATROBAN.,15202,Heparin-induced thrombocytopenia,MONDO:0018048,C0272285
503,DURAPREP|ISOPROPYL ALCOHOL|ISOPROPYL ALCOHOL.,797541,,,
504,DERMATOP|PREDNICARBATE|PREDNICARBATE.,34369,,,
505,Efexor|Effexor|VENLAFAXINE|VENLAFAXINE HYDROCHLORIDE|VENLAFAXINE HYDROCHLORIDE.,39786,Depression|Anxiety|Anxiety disorder|Bipolar disorder|Post-traumatic stress disorder|Fibromyalgia|Migraine|Generalised anxiety disorder|Borderline personality disorder,MONDO:0002050|MONDO:0011918|MONDO:0005618|MONDO:0004985|MONDO:0005146|MONDO:0005546|MONDO:0008000|MONDO:0001942|MONDO:0001156,C0011570|C0003467|C0003469|C0005586|C0038436|C0016053|C0149931|C0270549|C0006012
506,QUINIDINE|QUINIDINE GLUCONATE|QUINIDINE GLUCONATE.,9068,,,
507,Accupril|QUINAPRIL|QUINAPRIL HYDROCHLORIDE|QUINAPRIL HYDROCHLORIDE.|QUINAPRIL.,35208,Hypertension,MONDO:0005044,C0020538
508,VITAMIN D3,1244014,,,
509,QUININE|QUININE SULFATE|QUININE SULFATE.|QUININE SULPHATE,9071,,,
510,DESVENLAFAXINE|DESVENLAFAXINE SUCCINATE|DESVENLAFAXINE SUCCINATE.|DESVENLAFAXINE.|Pristiq,734064,Depression|Anxiety,MONDO:0002050|MONDO:0011918,C0011570|C0003467
511,FLUDROCORTISONE|FLUDROCORTISONE ACETATE.,4452,,,
512,PIPERACILLIN|PIPERACILLIN / TAZOBACTAM|PIPERACILLIN/TAZOBACTAM|PIPERACILLIN\TAZOBACTAM|Tazocel|Tazocin|ZOSYN,8339,Pneumonia|Cellulitis|Pneumonia aspiration|Urinary tract infection|Osteomyelitis,MONDO:0005249|MONDO:0005230|MONDO:0002572|MONDO:0005247|MONDO:0005246,C0032285|C0007642|C0032290|C0042029|C0029443
513,VANCOCIN|VANCOMYCIN|VANCOMYCIN 1000 MG|VANCOMYCIN HYDROCHLORIDE|VANCOMYCIN HYDROCHLORIDE.|VANCOMYCIN INJECTION,11124,Staphylococcal infection|Osteomyelitis|Pneumonia|Clostridium difficile infection|Cellulitis|Endocarditis|Arthritis infective|Arthritis bacterial|Bacterial infection,MONDO:0024313|MONDO:0005246|MONDO:0005249|MONDO:0000705|MONDO:0005230|MONDO:0000565|MONDO:0042485|MONDO:0004471|MONDO:0015575,C0038160|C0029443|C0032285|C0343386|C0007642|C0014118|C0003869|C1692886|C0004623
514,BERACTANT|SURVANTA,46967,Acute respiratory distress syndrome|Neonatal respiratory distress syndrome,MONDO:0006502|MONDO:0009971,C0035222|C0035220
515,MEROPENEM|MEROPENEM.|MERREM|VABOMERE,29561,Pneumonia|Urinary tract infection,MONDO:0005249|MONDO:0005247,C0032285|C0042029
516,FOMEPIZOLE|FOMEPIZOLE.,15226,,,
517,CABAZITAXEL|JEVTANA,996051,Prostate cancer,MONDO:0008315,C0376358
518,AGALSIDASE BETA|FABRAZYME,338817,Fabry's disease|Lipidosis,MONDO:0010526|MONDO:0019245,C0002986|C0023794
519,ACAMPROSATE|ACAMPROSATE CALCIUM.|CAMPRAL,82819,Alcoholism,MONDO:0007079,C0001973
520,Elelyso|TALIGLUCERASE ALFA,1291609,Gaucher's disease|Gaucher's disease type I,MONDO:0018150|MONDO:0009265,C0017205|C1961835
